transaction_id,date,item
A_TXN_0038,2023-02-03,God of War
A_TXN_0038,2023-02-03,Stardew Valley
A_TXN_0038,2023-02-03,The Witcher 3: Blood and Wine DLC
A_TXN_0039,2023-10-18,Cities: Skylines
A_TXN_0039,2023-10-18,The Witcher 3: Blood and Wine DLC
A_TXN_0039,2023-10-18,Planet Coaster
A_TXN_0040,2023-06-11,Red Dead Redemption 2
A_TXN_0040,2023-06-11,Death Stranding
A_TXN_0041,2023-09-13,Cities: Skylines
A_TXN_0041,2023-09-13,Planet Coaster
A_TXN_0042,2023-05-07,Valorant
A_TXN_0042,2023-05-07,Battlefield 2042
A_TXN_0042,2023-05-07,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0042,2023-05-07,Cyberpunk 2077
A_TXN_0042,2023-05-07,Elden Ring
A_TXN_0043,2023-08-08,The Witcher 3: Blood and Wine DLC
A_TXN_0043,2023-08-08,The Witcher 3
A_TXN_0044,2023-07-24,Counter-Strike 2
A_TXN_0044,2023-07-24,Elden Ring OST
A_TXN_0045,2023-03-12,Among Us
A_TXN_0045,2023-03-12,Apex Legends
A_TXN_0045,2023-03-12,Hades OST
A_TXN_0046,2023-02-16,Battlefield 2042
A_TXN_0046,2023-02-16,Counter-Strike 2
A_TXN_0046,2023-02-16,Ghost of Tsushima
A_TXN_0046,2023-02-16,Hades
A_TXN_0046,2023-02-16,Cyberpunk 2077
A_TXN_0046,2023-02-16,Elden Ring
A_TXN_0047,2023-02-26,The Witcher 3: Blood and Wine DLC
A_TXN_0047,2023-02-26,Death Stranding
A_TXN_0048,2023-03-20,Call of Duty MW3
A_TXN_0049,2023-11-18,Total War: Warhammer III
A_TXN_0049,2023-11-18,Terraria
A_TXN_0049,2023-11-18,Hollow Knight
A_TXN_0049,2023-11-18,Stardew Valley
A_TXN_0049,2023-11-18,Death Stranding
A_TXN_0049,2023-11-18,Among Us
A_TXN_0049,2023-11-18,Apex Legends
A_TXN_0050,2023-12-15,Cities: Skylines
A_TXN_0050,2023-12-15,Planet Coaster
A_TXN_0051,2023-07-15,Horizon Zero Dawn
A_TXN_0051,2023-07-15,God of War
A_TXN_0052,2023-10-11,Hades
A_TXN_0052,2023-10-11,Celeste
A_TXN_0053,2023-10-02,Battlefield 2042
A_TXN_0053,2023-10-02,Elden Ring OST
A_TXN_0053,2023-10-02,Elden Ring
A_TXN_0054,2023-05-31,God of War
A_TXN_0054,2023-05-31,Stardew Valley
A_TXN_0055,2023-08-21,The Witcher 3
A_TXN_0055,2023-08-21,Civilization VI: New Frontier Pass
A_TXN_0055,2023-08-21,Valorant
A_TXN_0056,2023-01-02,Red Dead Redemption 2
A_TXN_0056,2023-01-02,Civilization VI: New Frontier Pass
A_TXN_0057,2023-05-15,Cities: Skylines
A_TXN_0057,2023-05-15,Hollow Knight
A_TXN_0057,2023-05-15,Stardew Valley
A_TXN_0057,2023-05-15,Ghost of Tsushima
A_TXN_0057,2023-05-15,Death Stranding
A_TXN_0058,2023-04-02,The Witcher 3: Blood and Wine DLC
A_TXN_0059,2023-11-24,Terraria
A_TXN_0059,2023-11-24,Stardew Valley
A_TXN_0059,2023-11-24,The Witcher 3: Blood and Wine DLC
A_TXN_0059,2023-11-24,Among Us
A_TXN_0059,2023-11-24,Apex Legends
A_TXN_0060,2023-04-12,Total War: Warhammer III
A_TXN_0060,2023-04-12,God of War
A_TXN_0060,2023-04-12,Stardew Valley
A_TXN_0060,2023-04-12,Red Dead Redemption 2
A_TXN_0060,2023-04-12,The Witcher 3: Blood and Wine DLC
A_TXN_0061,2023-09-29,Red Dead Redemption 2
A_TXN_0061,2023-09-29,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0061,2023-09-29,Elden Ring
A_TXN_0062,2023-07-05,God of War
A_TXN_0062,2023-07-05,Cyberpunk 2077
A_TXN_0062,2023-07-05,Elden Ring
A_TXN_0063,2023-06-07,Stardew Valley
A_TXN_0063,2023-06-07,Death Stranding
A_TXN_0063,2023-06-07,Terraria
A_TXN_0064,2023-05-03,Counter-Strike 2
A_TXN_0064,2023-05-03,Death Stranding
A_TXN_0064,2023-05-03,Civilization VI
A_TXN_0064,2023-05-03,Stardew Valley
A_TXN_0065,2023-02-13,Red Dead Redemption 2
A_TXN_0065,2023-02-13,Celeste
A_TXN_0065,2023-02-13,Stardew Valley
A_TXN_0065,2023-02-13,Stardew Valley OST
A_TXN_0066,2023-02-05,Death Stranding
A_TXN_0066,2023-02-05,Ghost of Tsushima
A_TXN_0067,2023-09-30,Cities: Skylines
A_TXN_0067,2023-09-30,Celeste
A_TXN_0067,2023-09-30,Valorant
A_TXN_0067,2023-09-30,Battlefield 2042
A_TXN_0067,2023-09-30,Call of Duty MW3
A_TXN_0067,2023-09-30,Stardew Valley
A_TXN_0067,2023-09-30,The Witcher 3: Blood and Wine DLC
A_TXN_0068,2023-03-07,Among Us
A_TXN_0069,2023-11-07,The Witcher 3
A_TXN_0069,2023-11-07,Elden Ring
A_TXN_0070,2023-10-04,Horizon Zero Dawn
A_TXN_0070,2023-10-04,Elden Ring OST
A_TXN_0070,2023-10-04,God of War
A_TXN_0071,2023-12-20,Cyberpunk 2077 OST
A_TXN_0071,2023-12-20,Overwatch 2
A_TXN_0071,2023-12-20,Apex Legends
A_TXN_0071,2023-12-20,Civilization VI: New Frontier Pass
A_TXN_0071,2023-12-20,The Witcher 3: Blood and Wine DLC
A_TXN_0071,2023-12-20,Elden Ring
A_TXN_0072,2023-06-09,Valorant
A_TXN_0072,2023-06-09,Counter-Strike 2
A_TXN_0072,2023-06-09,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0072,2023-06-09,Hollow Knight
A_TXN_0072,2023-06-09,God of War
A_TXN_0072,2023-06-09,Elden Ring
A_TXN_0073,2023-12-10,Hades
A_TXN_0073,2023-12-10,Celeste
A_TXN_0073,2023-12-10,Stardew Valley OST
A_TXN_0073,2023-12-10,Terraria
A_TXN_0073,2023-12-10,Red Dead Redemption 2
A_TXN_0073,2023-12-10,The Witcher 3
A_TXN_0074,2023-08-13,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0074,2023-08-13,Civilization VI
A_TXN_0074,2023-08-13,Terraria
A_TXN_0075,2023-09-22,Counter-Strike 2
A_TXN_0075,2023-09-22,Cities: Skylines
A_TXN_0075,2023-09-22,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0075,2023-09-22,Apex Legends
A_TXN_0076,2023-08-20,Cities: Skylines
A_TXN_0076,2023-08-20,Battlefield 2042
A_TXN_0076,2023-08-20,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0076,2023-08-20,Stardew Valley
A_TXN_0076,2023-08-20,Among Us
A_TXN_0077,2023-04-26,Counter-Strike 2
A_TXN_0077,2023-04-26,Valorant
A_TXN_0078,2023-01-11,Hades
A_TXN_0078,2023-01-11,Celeste
A_TXN_0079,2023-10-29,Call of Duty MW3
A_TXN_0080,2023-10-29,Counter-Strike 2
A_TXN_0080,2023-10-29,Hades
A_TXN_0080,2023-10-29,Elden Ring
A_TXN_0081,2023-02-06,Cities: Skylines
A_TXN_0081,2023-02-06,Planet Coaster
A_TXN_0082,2023-01-17,The Witcher 3: Blood and Wine DLC
A_TXN_0082,2023-01-17,Cyberpunk 2077
A_TXN_0082,2023-01-17,The Witcher 3
A_TXN_0083,2023-02-06,Hades
A_TXN_0083,2023-02-06,Horizon Zero Dawn
A_TXN_0083,2023-02-06,Total War: Warhammer III
A_TXN_0084,2023-10-20,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0084,2023-10-20,Cyberpunk 2077
A_TXN_0085,2023-05-05,Hollow Knight
A_TXN_0085,2023-05-05,Stardew Valley
A_TXN_0085,2023-05-05,Among Us
A_TXN_0086,2023-08-31,Cities: Skylines
A_TXN_0086,2023-08-31,Battlefield 2042
A_TXN_0086,2023-08-31,Counter-Strike 2
A_TXN_0086,2023-08-31,Ghost of Tsushima
A_TXN_0086,2023-08-31,Overwatch 2
A_TXN_0086,2023-08-31,Cyberpunk 2077
A_TXN_0086,2023-08-31,Elden Ring
A_TXN_0087,2023-04-08,Valorant
A_TXN_0087,2023-04-08,Terraria
A_TXN_0087,2023-04-08,Planet Coaster
A_TXN_0087,2023-04-08,Hollow Knight
A_TXN_0087,2023-04-08,God of War
A_TXN_0087,2023-04-08,Ghost of Tsushima
A_TXN_0088,2023-07-30,Counter-Strike 2
A_TXN_0088,2023-07-30,Cyberpunk 2077 OST
A_TXN_0088,2023-07-30,Stardew Valley
A_TXN_0088,2023-07-30,Stardew Valley OST
A_TXN_0089,2023-01-28,Hollow Knight
A_TXN_0089,2023-01-28,Overwatch 2
A_TXN_0089,2023-01-28,Hades
A_TXN_0089,2023-01-28,Ghost of Tsushima
A_TXN_0090,2023-02-20,Civilization VI
A_TXN_0090,2023-02-20,Elden Ring
A_TXN_0091,2023-04-09,The Witcher 3
A_TXN_0091,2023-04-09,Cyberpunk 2077
A_TXN_0091,2023-04-09,Elden Ring
A_TXN_0092,2023-08-18,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0092,2023-08-18,Elden Ring
A_TXN_0093,2023-03-13,Red Dead Redemption 2
A_TXN_0093,2023-03-13,Overwatch 2
A_TXN_0093,2023-03-13,Call of Duty MW3
A_TXN_0093,2023-03-13,God of War
A_TXN_0094,2023-02-08,Hades
A_TXN_0094,2023-02-08,Celeste
A_TXN_0094,2023-02-08,Hollow Knight
A_TXN_0095,2023-10-04,The Witcher 3
A_TXN_0095,2023-10-04,Cyberpunk 2077
A_TXN_0095,2023-10-04,Valorant
A_TXN_0096,2023-01-08,Battlefield 2042
A_TXN_0096,2023-01-08,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0096,2023-01-08,Stardew Valley
A_TXN_0097,2023-09-06,The Witcher 3
A_TXN_0097,2023-09-06,Cyberpunk 2077
A_TXN_0098,2023-01-02,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0098,2023-01-02,Cyberpunk 2077
A_TXN_0098,2023-01-02,Elden Ring
A_TXN_0099,2023-05-16,Elden Ring OST
A_TXN_0099,2023-05-16,Celeste
A_TXN_0099,2023-05-16,Valorant
A_TXN_0100,2023-08-21,Hollow Knight
A_TXN_0100,2023-08-21,Overwatch 2
A_TXN_0100,2023-08-21,Elden Ring OST
A_TXN_0101,2023-12-23,Cyberpunk 2077 OST
A_TXN_0101,2023-12-23,The Witcher 3: Blood and Wine DLC
A_TXN_0102,2023-03-21,Cyberpunk 2077
A_TXN_0103,2023-02-01,Elden Ring OST
A_TXN_0103,2023-02-01,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0103,2023-02-01,The Witcher 3
A_TXN_0103,2023-02-01,Elden Ring
A_TXN_0104,2023-01-30,Terraria
A_TXN_0105,2023-09-02,Counter-Strike 2
A_TXN_0105,2023-09-02,Valorant
A_TXN_0106,2023-02-11,Cities: Skylines
A_TXN_0106,2023-02-11,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0106,2023-02-11,The Witcher 3
A_TXN_0106,2023-02-11,Elden Ring
A_TXN_0107,2023-05-01,The Witcher 3: Blood and Wine DLC
A_TXN_0107,2023-05-01,Cyberpunk 2077
A_TXN_0107,2023-05-01,The Witcher 3
A_TXN_0108,2023-10-24,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0108,2023-10-24,Stardew Valley
A_TXN_0108,2023-10-24,Civilization VI
A_TXN_0109,2023-11-14,Counter-Strike 2
A_TXN_0109,2023-11-14,Cities: Skylines
A_TXN_0109,2023-11-14,God of War
A_TXN_0109,2023-11-14,Civilization VI
A_TXN_0110,2023-12-03,Total War: Warhammer III
A_TXN_0110,2023-12-03,Valorant
A_TXN_0110,2023-12-03,Counter-Strike 2
A_TXN_0110,2023-12-03,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0110,2023-12-03,Civilization VI: New Frontier Pass
A_TXN_0110,2023-12-03,Overwatch 2
A_TXN_0110,2023-12-03,Apex Legends
A_TXN_0111,2023-05-14,Red Dead Redemption 2
A_TXN_0111,2023-05-14,The Witcher 3: Blood and Wine DLC
A_TXN_0111,2023-05-14,Battlefield 2042
A_TXN_0111,2023-05-14,Civilization VI
A_TXN_0112,2023-06-10,Counter-Strike 2
A_TXN_0112,2023-06-10,The Witcher 3: Blood and Wine DLC
A_TXN_0112,2023-06-10,Elden Ring
A_TXN_0112,2023-06-10,Valorant
A_TXN_0113,2023-05-03,Celeste
A_TXN_0113,2023-05-03,Counter-Strike 2
A_TXN_0113,2023-05-03,Stardew Valley
A_TXN_0113,2023-05-03,Red Dead Redemption 2
A_TXN_0113,2023-05-03,Elden Ring OST
A_TXN_0114,2023-03-09,Counter-Strike 2
A_TXN_0114,2023-03-09,Valorant
A_TXN_0115,2023-06-03,Civilization VI
A_TXN_0115,2023-06-03,Terraria
A_TXN_0116,2023-02-07,Red Dead Redemption 2
A_TXN_0116,2023-02-07,Cities: Skylines
A_TXN_0116,2023-02-07,Call of Duty MW3
A_TXN_0116,2023-02-07,Cyberpunk 2077
A_TXN_0117,2023-01-05,Overwatch 2
A_TXN_0117,2023-01-05,Apex Legends
A_TXN_0117,2023-01-05,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0118,2023-02-07,The Witcher 3
A_TXN_0119,2023-06-28,Hades
A_TXN_0119,2023-06-28,Red Dead Redemption 2
A_TXN_0119,2023-06-28,Celeste
A_TXN_0119,2023-06-28,Among Us
A_TXN_0120,2023-05-06,Planet Coaster
A_TXN_0121,2023-07-09,Red Dead Redemption 2
A_TXN_0121,2023-07-09,Cities: Skylines
A_TXN_0121,2023-07-09,Stardew Valley OST
A_TXN_0121,2023-07-09,Apex Legends
A_TXN_0122,2023-08-13,Total War: Warhammer III
A_TXN_0122,2023-08-13,Stardew Valley OST
A_TXN_0122,2023-08-13,Valorant
A_TXN_0122,2023-08-13,Stardew Valley
A_TXN_0122,2023-08-13,Civilization VI
A_TXN_0122,2023-08-13,Red Dead Redemption 2
A_TXN_0123,2023-10-06,Red Dead Redemption 2
A_TXN_0123,2023-10-06,Overwatch 2
A_TXN_0123,2023-10-06,The Witcher 3: Blood and Wine DLC
A_TXN_0124,2023-01-05,Call of Duty MW3
A_TXN_0124,2023-01-05,Cyberpunk 2077
A_TXN_0124,2023-01-05,Elden Ring
A_TXN_0125,2023-02-23,The Witcher 3: Blood and Wine DLC
A_TXN_0125,2023-02-23,The Witcher 3
A_TXN_0126,2023-03-01,Total War: Warhammer III
A_TXN_0126,2023-03-01,Celeste
A_TXN_0126,2023-03-01,Civilization VI
A_TXN_0127,2023-10-11,Cyberpunk 2077 OST
A_TXN_0127,2023-10-11,Valorant
A_TXN_0127,2023-10-11,Counter-Strike 2
A_TXN_0127,2023-10-11,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0127,2023-10-11,Death Stranding
A_TXN_0127,2023-10-11,Elden Ring
A_TXN_0128,2023-12-18,Cyberpunk 2077 OST
A_TXN_0128,2023-12-18,Cyberpunk 2077
A_TXN_0128,2023-12-18,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0128,2023-12-18,The Witcher 3: Blood and Wine DLC
A_TXN_0128,2023-12-18,The Witcher 3
A_TXN_0128,2023-12-18,Elden Ring
A_TXN_0129,2023-05-16,Hollow Knight
A_TXN_0129,2023-05-16,Cyberpunk 2077
A_TXN_0129,2023-05-16,Stardew Valley OST
A_TXN_0130,2023-05-09,Celeste
A_TXN_0130,2023-05-09,The Witcher 3: Blood and Wine DLC
A_TXN_0130,2023-05-09,Terraria
A_TXN_0130,2023-05-09,Hollow Knight
A_TXN_0130,2023-05-09,Stardew Valley
A_TXN_0130,2023-05-09,Overwatch 2
A_TXN_0131,2023-01-27,Counter-Strike 2
A_TXN_0132,2023-08-05,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0132,2023-08-05,God of War
A_TXN_0132,2023-08-05,Ghost of Tsushima
A_TXN_0132,2023-08-05,Hades
A_TXN_0132,2023-08-05,Overwatch 2
A_TXN_0132,2023-08-05,Cyberpunk 2077
A_TXN_0133,2023-05-22,Celeste
A_TXN_0133,2023-05-22,Apex Legends
A_TXN_0134,2023-06-20,Hades
A_TXN_0134,2023-06-20,Hades OST
A_TXN_0135,2023-11-23,Cities: Skylines
A_TXN_0135,2023-11-23,Counter-Strike 2
A_TXN_0135,2023-11-23,Terraria
A_TXN_0135,2023-11-23,Hollow Knight
A_TXN_0135,2023-11-23,God of War
A_TXN_0135,2023-11-23,The Witcher 3: Blood and Wine DLC
A_TXN_0135,2023-11-23,Among Us
A_TXN_0136,2023-03-24,Hades
A_TXN_0136,2023-03-24,Elden Ring OST
A_TXN_0136,2023-03-24,Among Us
A_TXN_0136,2023-03-24,Valorant
A_TXN_0137,2023-10-10,Cities: Skylines
A_TXN_0137,2023-10-10,Stardew Valley OST
A_TXN_0137,2023-10-10,Valorant
A_TXN_0137,2023-10-10,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0137,2023-10-10,Cyberpunk 2077
A_TXN_0137,2023-10-10,Elden Ring
A_TXN_0138,2023-12-20,Hades
A_TXN_0138,2023-12-20,Celeste
A_TXN_0139,2023-10-07,Hades OST
A_TXN_0139,2023-10-07,Planet Coaster
A_TXN_0140,2023-01-19,Call of Duty MW3
A_TXN_0140,2023-01-19,Cyberpunk 2077
A_TXN_0140,2023-01-19,Valorant
A_TXN_0140,2023-01-19,Ghost of Tsushima
A_TXN_0141,2023-10-26,Cities: Skylines
A_TXN_0141,2023-10-26,Total War: Warhammer III
A_TXN_0141,2023-10-26,Stardew Valley OST
A_TXN_0141,2023-10-26,Hollow Knight
A_TXN_0141,2023-10-26,Elden Ring OST
A_TXN_0142,2023-08-09,Cyberpunk 2077 OST
A_TXN_0142,2023-08-09,Overwatch 2
A_TXN_0142,2023-08-09,The Witcher 3
A_TXN_0142,2023-08-09,Ghost of Tsushima
A_TXN_0143,2023-03-07,Hades
A_TXN_0143,2023-03-07,Death Stranding
A_TXN_0143,2023-03-07,Terraria
A_TXN_0144,2023-01-22,Red Dead Redemption 2
A_TXN_0144,2023-01-22,Terraria
A_TXN_0145,2023-01-21,Battlefield 2042
A_TXN_0145,2023-01-21,Total War: Warhammer III
A_TXN_0145,2023-01-21,Civilization VI
A_TXN_0146,2023-04-18,Celeste
A_TXN_0146,2023-04-18,Valorant
A_TXN_0146,2023-04-18,Hollow Knight
A_TXN_0146,2023-04-18,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0146,2023-04-18,The Witcher 3
A_TXN_0147,2023-07-01,Civilization VI
A_TXN_0148,2023-07-28,The Witcher 3
A_TXN_0148,2023-07-28,Horizon Zero Dawn
A_TXN_0148,2023-07-28,Among Us
A_TXN_0149,2023-11-14,Apex Legends
A_TXN_0150,2023-05-02,Overwatch 2
A_TXN_0150,2023-05-02,Valorant
A_TXN_0150,2023-05-02,The Witcher 3: Blood and Wine DLC
A_TXN_0151,2023-03-25,Battlefield 2042
A_TXN_0151,2023-03-25,Total War: Warhammer III
A_TXN_0152,2023-01-13,Hades
A_TXN_0152,2023-01-13,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0153,2023-07-30,Call of Duty MW3
A_TXN_0153,2023-07-30,Civilization VI: New Frontier Pass
A_TXN_0153,2023-07-30,Hades OST
A_TXN_0153,2023-07-30,Ghost of Tsushima
A_TXN_0153,2023-07-30,The Witcher 3
A_TXN_0153,2023-07-30,Elden Ring
A_TXN_0154,2023-12-09,Stardew Valley
A_TXN_0154,2023-12-09,Death Stranding
A_TXN_0154,2023-12-09,Apex Legends
A_TXN_0155,2023-12-26,Cyberpunk 2077
A_TXN_0155,2023-12-26,The Witcher 3
A_TXN_0156,2023-04-24,The Witcher 3
A_TXN_0156,2023-04-24,Elden Ring
A_TXN_0157,2023-04-27,Stardew Valley
A_TXN_0157,2023-04-27,Stardew Valley OST
A_TXN_0158,2023-04-25,Apex Legends
A_TXN_0159,2023-01-13,Terraria
A_TXN_0159,2023-01-13,Call of Duty MW3
A_TXN_0159,2023-01-13,God of War
A_TXN_0159,2023-01-13,Horizon Zero Dawn
A_TXN_0159,2023-01-13,Elden Ring
A_TXN_0160,2023-07-24,Ghost of Tsushima
A_TXN_0161,2023-06-18,Red Dead Redemption 2
A_TXN_0162,2023-05-23,Call of Duty MW3
A_TXN_0163,2023-02-05,Battlefield 2042
A_TXN_0163,2023-02-05,Apex Legends
A_TXN_0164,2023-10-02,Cities: Skylines
A_TXN_0164,2023-10-02,Elden Ring OST
A_TXN_0164,2023-10-02,Elden Ring
A_TXN_0165,2023-06-19,Red Dead Redemption 2
A_TXN_0165,2023-06-19,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0165,2023-06-19,Civilization VI: New Frontier Pass
A_TXN_0166,2023-03-01,Ghost of Tsushima
A_TXN_0167,2023-10-25,Horizon Zero Dawn
A_TXN_0167,2023-10-25,Total War: Warhammer III
A_TXN_0167,2023-10-25,God of War
A_TXN_0167,2023-10-25,Civilization VI
A_TXN_0168,2023-05-16,Hades
A_TXN_0168,2023-05-16,Call of Duty MW3
A_TXN_0169,2023-01-20,Call of Duty MW3
A_TXN_0169,2023-01-20,Civilization VI
A_TXN_0170,2023-08-11,God of War
A_TXN_0170,2023-08-11,Ghost of Tsushima
A_TXN_0171,2023-06-10,Battlefield 2042
A_TXN_0171,2023-06-10,The Witcher 3: Blood and Wine DLC
A_TXN_0171,2023-06-10,The Witcher 3
A_TXN_0171,2023-06-10,Hollow Knight
A_TXN_0172,2023-08-12,Overwatch 2
A_TXN_0173,2023-11-07,Death Stranding
A_TXN_0173,2023-11-07,Valorant
A_TXN_0173,2023-11-07,Ghost of Tsushima
A_TXN_0174,2023-03-01,Counter-Strike 2
A_TXN_0175,2023-10-23,Counter-Strike 2
A_TXN_0175,2023-10-23,The Witcher 3
A_TXN_0176,2023-09-24,Cities: Skylines
A_TXN_0176,2023-09-24,Terraria
A_TXN_0176,2023-09-24,Hollow Knight
A_TXN_0176,2023-09-24,Hades OST
A_TXN_0176,2023-09-24,Hades
A_TXN_0177,2023-10-03,Red Dead Redemption 2
A_TXN_0177,2023-10-03,Hades
A_TXN_0177,2023-10-03,Hollow Knight
A_TXN_0178,2023-12-18,Counter-Strike 2
A_TXN_0178,2023-12-18,Overwatch 2
A_TXN_0178,2023-12-18,The Witcher 3
A_TXN_0178,2023-12-18,Apex Legends
A_TXN_0179,2023-12-10,Celeste
A_TXN_0179,2023-12-10,Stardew Valley OST
A_TXN_0179,2023-12-10,Apex Legends
A_TXN_0180,2023-04-11,Red Dead Redemption 2
A_TXN_0180,2023-04-11,Death Stranding
A_TXN_0180,2023-04-11,The Witcher 3
A_TXN_0181,2023-12-07,Horizon Zero Dawn
A_TXN_0181,2023-12-07,God of War
A_TXN_0181,2023-12-07,Ghost of Tsushima
A_TXN_0182,2023-11-16,Counter-Strike 2
