transaction_id,date,item
B_TXN_0082,2023-12-06,Enter the Gungeon
B_TXN_0082,2023-12-06,Nuclear Throne
B_TXN_0083,2023-07-11,Hades
B_TXN_0083,2023-07-11,Risk of Rain 2
B_TXN_0083,2023-07-11,Celeste OST
B_TXN_0084,2023-12-17,Hades
B_TXN_0084,2023-12-17,Risk of Rain 2
B_TXN_0085,2023-02-02,Stardew Valley
B_TXN_0085,2023-02-02,Terraria
B_TXN_0085,2023-02-02,Binding of Isaac: Rebirth
B_TXN_0086,2023-05-22,Undertale
B_TXN_0086,2023-05-22,Deltarune
B_TXN_0087,2023-05-22,Cuphead OST
B_TXN_0087,2023-05-22,Axiom Verge
B_TXN_0088,2023-12-31,Hollow Knight
B_TXN_0088,2023-12-31,Ori and the Blind Forest
B_TXN_0089,2023-11-30,Shovel Knight
B_TXN_0089,2023-11-30,Celeste OST
B_TXN_0089,2023-11-30,Hades OST
B_TXN_0090,2023-05-04,Hades
B_TXN_0090,2023-05-04,Enter the Gungeon
B_TXN_0090,2023-05-04,Risk of Rain 2
B_TXN_0091,2023-11-04,Enter the Gungeon
B_TXN_0091,2023-11-04,Hollow Knight OST
B_TXN_0091,2023-11-04,Deltarune
B_TXN_0091,2023-11-04,Undertale OST
B_TXN_0091,2023-11-04,Dead Cells
B_TXN_0092,2023-03-13,Hades
B_TXN_0092,2023-03-13,Dead Cells: Fatal Falls DLC
B_TXN_0092,2023-03-13,Dead Cells
B_TXN_0093,2023-05-13,Hades
B_TXN_0093,2023-05-13,Celeste
B_TXN_0094,2023-10-20,Undertale
B_TXN_0095,2023-12-18,Hades
B_TXN_0095,2023-12-18,Celeste
B_TXN_0095,2023-12-18,Risk of Rain 2
B_TXN_0095,2023-12-18,Dead Cells
B_TXN_0096,2023-09-01,Celeste OST
B_TXN_0097,2023-12-10,Enter the Gungeon
B_TXN_0097,2023-12-10,Ori and the Blind Forest
B_TXN_0097,2023-12-10,Stardew Valley
B_TXN_0097,2023-12-10,Risk of Rain 2
B_TXN_0098,2023-03-29,Hades
B_TXN_0098,2023-03-29,Enter the Gungeon
B_TXN_0098,2023-03-29,Risk of Rain 2
B_TXN_0099,2023-03-07,Hollow Knight
B_TXN_0099,2023-03-07,Axiom Verge
B_TXN_0099,2023-03-07,Ori and the Blind Forest
B_TXN_0100,2023-10-14,Stardew Valley
B_TXN_0100,2023-10-14,Hades OST
B_TXN_0101,2023-04-04,Cuphead OST
B_TXN_0101,2023-04-04,Cuphead
B_TXN_0101,2023-04-04,Enter the Gungeon
B_TXN_0101,2023-04-04,Dead Cells
B_TXN_0102,2023-04-24,Hades
B_TXN_0102,2023-04-24,Disco Elysium
B_TXN_0102,2023-04-24,Nuclear Throne
B_TXN_0102,2023-04-24,Celeste OST
B_TXN_0103,2023-06-19,Undertale
B_TXN_0103,2023-06-19,Omori
B_TXN_0103,2023-06-19,Deltarune
B_TXN_0104,2023-10-27,Axiom Verge
B_TXN_0104,2023-10-27,Nuclear Throne
B_TXN_0105,2023-03-02,Hollow Knight OST
B_TXN_0105,2023-03-02,Hollow Knight
B_TXN_0105,2023-03-02,Hades OST
B_TXN_0105,2023-03-02,Binding of Isaac: Rebirth
B_TXN_0105,2023-03-02,Shovel Knight
B_TXN_0105,2023-03-02,Dead Cells
B_TXN_0106,2023-08-29,Shovel Knight
B_TXN_0107,2023-10-25,Risk of Rain 2
B_TXN_0107,2023-10-25,Hollow Knight
B_TXN_0107,2023-10-25,Binding of Isaac: Rebirth
B_TXN_0107,2023-10-25,Hades
B_TXN_0107,2023-10-25,Shovel Knight
B_TXN_0108,2023-02-06,Hades
B_TXN_0108,2023-02-06,Terraria
B_TXN_0109,2023-12-15,Cuphead OST
B_TXN_0109,2023-12-15,Cuphead
B_TXN_0109,2023-12-15,Risk of Rain 2
B_TXN_0109,2023-12-15,Cuphead: The Delicious Last Course DLC
B_TXN_0110,2023-06-02,Stardew Valley
B_TXN_0110,2023-06-02,Terraria
B_TXN_0111,2023-06-25,Hollow Knight
B_TXN_0111,2023-06-25,Ori and the Blind Forest
B_TXN_0112,2023-07-29,Risk of Rain 2
B_TXN_0112,2023-07-29,Cuphead: The Delicious Last Course DLC
B_TXN_0112,2023-07-29,Cuphead OST
B_TXN_0112,2023-07-29,Cuphead
B_TXN_0112,2023-07-29,Shovel Knight
B_TXN_0113,2023-08-23,Omori
B_TXN_0113,2023-08-23,Celeste OST
B_TXN_0113,2023-08-23,Dead Cells: Fatal Falls DLC
B_TXN_0113,2023-08-23,Hades
B_TXN_0113,2023-08-23,Undertale OST
B_TXN_0113,2023-08-23,Dead Cells
B_TXN_0114,2023-02-11,Hollow Knight
B_TXN_0114,2023-02-11,Cuphead
B_TXN_0114,2023-02-11,Celeste
B_TXN_0115,2023-11-20,Cuphead
B_TXN_0115,2023-11-20,Cuphead: The Delicious Last Course DLC
B_TXN_0116,2023-08-20,Cuphead
B_TXN_0116,2023-08-20,Celeste
B_TXN_0116,2023-08-20,Celeste OST
B_TXN_0117,2023-03-28,Cuphead OST
B_TXN_0117,2023-03-28,Cuphead
B_TXN_0118,2023-03-08,Undertale
B_TXN_0118,2023-03-08,Undertale OST
B_TXN_0118,2023-03-08,Deltarune
B_TXN_0119,2023-11-21,Cuphead OST
B_TXN_0120,2023-08-08,Hades
B_TXN_0120,2023-08-08,Celeste
B_TXN_0120,2023-08-08,Shovel Knight
B_TXN_0120,2023-08-08,Terraria
B_TXN_0121,2023-09-02,Undertale
B_TXN_0121,2023-09-02,Enter the Gungeon
B_TXN_0121,2023-09-02,Omori
B_TXN_0121,2023-09-02,Binding of Isaac: Afterbirth+ DLC
B_TXN_0121,2023-09-02,Deltarune
B_TXN_0122,2023-04-13,Hades
B_TXN_0122,2023-04-13,Dead Cells: Fatal Falls DLC
B_TXN_0122,2023-04-13,Disco Elysium
B_TXN_0122,2023-04-13,Dead Cells
B_TXN_0123,2023-09-29,Disco Elysium
B_TXN_0123,2023-09-29,Celeste
B_TXN_0123,2023-09-29,Stardew Valley
B_TXN_0124,2023-12-13,Risk of Rain 2
B_TXN_0124,2023-12-13,Cuphead: The Delicious Last Course DLC
B_TXN_0124,2023-12-13,Undertale
B_TXN_0124,2023-12-13,Terraria
B_TXN_0124,2023-12-13,Dead Cells: Fatal Falls DLC
B_TXN_0124,2023-12-13,Hades OST
B_TXN_0124,2023-12-13,Deltarune
B_TXN_0125,2023-06-26,Hades
B_TXN_0125,2023-06-26,Risk of Rain 2
B_TXN_0125,2023-06-26,Hades OST
B_TXN_0126,2023-02-03,Hollow Knight
B_TXN_0126,2023-02-03,Axiom Verge
B_TXN_0126,2023-02-03,Celeste
B_TXN_0126,2023-02-03,Hollow Knight OST
B_TXN_0127,2023-09-24,Cuphead: The Delicious Last Course DLC
B_TXN_0127,2023-09-24,Cuphead OST
B_TXN_0127,2023-09-24,Cuphead
B_TXN_0127,2023-09-24,Binding of Isaac: Rebirth
B_TXN_0127,2023-09-24,Ori and the Blind Forest
B_TXN_0128,2023-12-18,Dead Cells: Fatal Falls DLC
B_TXN_0128,2023-12-18,Undertale OST
B_TXN_0128,2023-12-18,Dead Cells
B_TXN_0129,2023-06-25,Undertale
B_TXN_0129,2023-06-25,Nuclear Throne
B_TXN_0129,2023-06-25,Binding of Isaac: Afterbirth+ DLC
B_TXN_0129,2023-06-25,Hollow Knight
B_TXN_0129,2023-06-25,Hades
B_TXN_0130,2023-09-08,Terraria
B_TXN_0131,2023-04-07,Stardew Valley
B_TXN_0131,2023-04-07,Terraria
B_TXN_0132,2023-04-25,Disco Elysium
B_TXN_0132,2023-04-25,Undertale
B_TXN_0132,2023-04-25,Deltarune
B_TXN_0133,2023-03-09,Cuphead
B_TXN_0133,2023-03-09,Cuphead: The Delicious Last Course DLC
B_TXN_0133,2023-03-09,Deltarune
B_TXN_0133,2023-03-09,Binding of Isaac: Rebirth
B_TXN_0134,2023-03-05,Cuphead
B_TXN_0134,2023-03-05,Celeste
B_TXN_0134,2023-03-05,Cuphead: The Delicious Last Course DLC
B_TXN_0135,2023-01-20,Hades
B_TXN_0135,2023-01-20,Risk of Rain 2
B_TXN_0136,2023-11-01,Undertale
B_TXN_0136,2023-11-01,Shovel Knight
B_TXN_0136,2023-11-01,Deltarune
B_TXN_0136,2023-11-01,Binding of Isaac: Afterbirth+ DLC
B_TXN_0137,2023-12-05,Omori
B_TXN_0137,2023-12-05,Deltarune
B_TXN_0137,2023-12-05,Dead Cells
B_TXN_0138,2023-01-11,Disco Elysium
B_TXN_0138,2023-01-11,Undertale
B_TXN_0138,2023-01-11,Cuphead OST
B_TXN_0139,2023-03-01,Undertale
B_TXN_0139,2023-03-01,Stardew Valley
B_TXN_0139,2023-03-01,Omori
B_TXN_0140,2023-07-14,Terraria
B_TXN_0140,2023-07-14,Dead Cells: Fatal Falls DLC
B_TXN_0140,2023-07-14,Deltarune
B_TXN_0140,2023-07-14,Binding of Isaac: Rebirth
B_TXN_0140,2023-07-14,Dead Cells
B_TXN_0141,2023-12-26,Hades
B_TXN_0141,2023-12-26,Dead Cells: Fatal Falls DLC
B_TXN_0141,2023-12-26,Dead Cells
B_TXN_0142,2023-06-04,Cuphead
B_TXN_0142,2023-06-04,Celeste
B_TXN_0143,2023-02-21,Risk of Rain 2
B_TXN_0143,2023-02-21,Stardew Valley
B_TXN_0143,2023-02-21,Hades
B_TXN_0143,2023-02-21,Ori and the Blind Forest
B_TXN_0143,2023-02-21,Undertale OST
B_TXN_0144,2023-03-12,Celeste
B_TXN_0144,2023-03-12,Celeste OST
B_TXN_0145,2023-02-23,Undertale
B_TXN_0145,2023-02-23,Nuclear Throne
B_TXN_0145,2023-02-23,Deltarune
B_TXN_0146,2023-05-25,Undertale
B_TXN_0146,2023-05-25,Dead Cells
B_TXN_0147,2023-02-24,Celeste
B_TXN_0147,2023-02-24,Undertale
B_TXN_0147,2023-02-24,Binding of Isaac: Afterbirth+ DLC
B_TXN_0147,2023-02-24,Stardew Valley
B_TXN_0147,2023-02-24,Binding of Isaac: Rebirth
B_TXN_0148,2023-05-15,Risk of Rain 2
B_TXN_0148,2023-05-15,Terraria
B_TXN_0148,2023-05-15,Cuphead
B_TXN_0148,2023-05-15,Hades
B_TXN_0148,2023-05-15,Shovel Knight
B_TXN_0148,2023-05-15,Undertale OST
B_TXN_0148,2023-05-15,Dead Cells
B_TXN_0149,2023-04-14,Enter the Gungeon
B_TXN_0149,2023-04-14,Nuclear Throne
B_TXN_0149,2023-04-14,Hades OST
B_TXN_0149,2023-04-14,Terraria
B_TXN_0150,2023-07-29,Hollow Knight
B_TXN_0150,2023-07-29,Ori and the Blind Forest
B_TXN_0151,2023-01-21,Cuphead OST
B_TXN_0151,2023-01-21,Cuphead
B_TXN_0152,2023-04-17,Binding of Isaac: Afterbirth+ DLC
B_TXN_0152,2023-04-17,Binding of Isaac: Rebirth
B_TXN_0153,2023-01-07,Cuphead OST
B_TXN_0153,2023-01-07,Cuphead
B_TXN_0153,2023-01-07,Cuphead: The Delicious Last Course DLC
B_TXN_0154,2023-12-10,Undertale
B_TXN_0154,2023-12-10,Shovel Knight
B_TXN_0155,2023-02-16,Hollow Knight
B_TXN_0155,2023-02-16,Celeste
B_TXN_0155,2023-02-16,Hollow Knight OST
B_TXN_0156,2023-02-08,Cuphead: The Delicious Last Course DLC
B_TXN_0156,2023-02-08,Enter the Gungeon
B_TXN_0156,2023-02-08,Hollow Knight
B_TXN_0156,2023-02-08,Ori and the Blind Forest
B_TXN_0156,2023-02-08,Undertale OST
B_TXN_0157,2023-04-29,Hades
B_TXN_0157,2023-04-29,Risk of Rain 2
B_TXN_0157,2023-04-29,Dead Cells
B_TXN_0158,2023-06-01,Hollow Knight
B_TXN_0158,2023-06-01,Axiom Verge
B_TXN_0158,2023-06-01,Disco Elysium
B_TXN_0158,2023-06-01,Terraria
B_TXN_0159,2023-01-26,Dead Cells: Fatal Falls DLC
B_TXN_0159,2023-01-26,Undertale
B_TXN_0159,2023-01-26,Hollow Knight OST
B_TXN_0159,2023-01-26,Dead Cells
B_TXN_0160,2023-03-31,Enter the Gungeon
B_TXN_0160,2023-03-31,Nuclear Throne
B_TXN_0161,2023-05-29,Hollow Knight OST
B_TXN_0161,2023-05-29,Celeste
B_TXN_0161,2023-05-29,Celeste OST
B_TXN_0162,2023-12-13,Axiom Verge
B_TXN_0162,2023-12-13,Dead Cells: Fatal Falls DLC
B_TXN_0162,2023-12-13,Binding of Isaac: Afterbirth+ DLC
B_TXN_0162,2023-12-13,Dead Cells
B_TXN_0163,2023-01-24,Risk of Rain 2
B_TXN_0163,2023-01-24,Hollow Knight OST
B_TXN_0163,2023-01-24,Hollow Knight
B_TXN_0163,2023-01-24,Stardew Valley
B_TXN_0163,2023-01-24,Hades
B_TXN_0163,2023-01-24,Ori and the Blind Forest
B_TXN_0164,2023-03-12,Undertale
B_TXN_0164,2023-03-12,Undertale OST
B_TXN_0165,2023-08-13,Hades
B_TXN_0165,2023-08-13,Risk of Rain 2
B_TXN_0165,2023-08-13,Dead Cells
B_TXN_0166,2023-05-18,Stardew Valley
B_TXN_0167,2023-06-25,Risk of Rain 2
B_TXN_0167,2023-06-25,Cuphead: The Delicious Last Course DLC
B_TXN_0167,2023-06-25,Enter the Gungeon
B_TXN_0167,2023-06-25,Hollow Knight
B_TXN_0167,2023-06-25,Stardew Valley
B_TXN_0167,2023-06-25,Deltarune
B_TXN_0168,2023-05-20,Hollow Knight
B_TXN_0168,2023-05-20,Celeste
B_TXN_0168,2023-05-20,Celeste OST
B_TXN_0169,2023-12-20,Hades
B_TXN_0169,2023-12-20,Nuclear Throne
B_TXN_0169,2023-12-20,Omori
B_TXN_0170,2023-11-29,Hades OST
B_TXN_0170,2023-11-29,Terraria
B_TXN_0170,2023-11-29,Dead Cells
B_TXN_0171,2023-03-27,Undertale OST
B_TXN_0172,2023-03-23,Hollow Knight
B_TXN_0172,2023-03-23,Cuphead
B_TXN_0172,2023-03-23,Celeste
B_TXN_0173,2023-02-23,Dead Cells: Fatal Falls DLC
B_TXN_0173,2023-02-23,Shovel Knight
B_TXN_0173,2023-02-23,Cuphead: The Delicious Last Course DLC
B_TXN_0174,2023-10-30,Celeste
B_TXN_0174,2023-10-30,Undertale
B_TXN_0174,2023-10-30,Omori
B_TXN_0174,2023-10-30,Stardew Valley
B_TXN_0174,2023-10-30,Deltarune
B_TXN_0174,2023-10-30,Binding of Isaac: Rebirth
B_TXN_0174,2023-10-30,Hades
B_TXN_0175,2023-10-19,Binding of Isaac: Rebirth
B_TXN_0175,2023-10-19,Binding of Isaac: Afterbirth+ DLC
B_TXN_0176,2023-07-03,Celeste
B_TXN_0176,2023-07-03,Celeste OST
B_TXN_0176,2023-07-03,Cuphead
B_TXN_0176,2023-07-03,Hades OST
B_TXN_0176,2023-07-03,Shovel Knight
B_TXN_0177,2023-12-17,Binding of Isaac: Rebirth
B_TXN_0178,2023-03-08,Terraria
B_TXN_0179,2023-09-07,Dead Cells: Fatal Falls DLC
B_TXN_0179,2023-09-07,Dead Cells
B_TXN_0180,2023-01-24,Hades
B_TXN_0180,2023-01-24,Risk of Rain 2
B_TXN_0181,2023-12-02,Binding of Isaac: Afterbirth+ DLC
B_TXN_0181,2023-12-02,Binding of Isaac: Rebirth
B_TXN_0182,2023-10-23,Undertale
B_TXN_0182,2023-10-23,Terraria
B_TXN_0182,2023-10-23,Binding of Isaac: Afterbirth+ DLC
B_TXN_0182,2023-10-23,Hades OST
B_TXN_0182,2023-10-23,Hades
B_TXN_0183,2023-12-09,Nuclear Throne
B_TXN_0183,2023-12-09,Enter the Gungeon
B_TXN_0184,2023-11-13,Hades
B_TXN_0184,2023-11-13,Hollow Knight OST
B_TXN_0184,2023-11-13,Omori
B_TXN_0184,2023-11-13,Cuphead: The Delicious Last Course DLC
B_TXN_0185,2023-12-05,Undertale
B_TXN_0185,2023-12-05,Stardew Valley
B_TXN_0185,2023-12-05,Undertale OST
B_TXN_0186,2023-09-04,Omori
B_TXN_0186,2023-09-04,Binding of Isaac: Afterbirth+ DLC
B_TXN_0187,2023-12-13,Undertale
B_TXN_0187,2023-12-13,Omori
B_TXN_0188,2023-03-18,Undertale
B_TXN_0188,2023-03-18,Ori and the Blind Forest
B_TXN_0188,2023-03-18,Omori
B_TXN_0188,2023-03-18,Cuphead: The Delicious Last Course DLC
B_TXN_0189,2023-01-28,Cuphead
